track_id,title,artist,album,genre,seed_genre,year,duration_ms,artwork_url,external_url,source,preview_url
apple-6769824836,"Raga of Revenge (From ""DC"")",Anirudh Ravichander,"Raga of Revenge (From ""DC"") - Single",Tamil,tamil,2026.0,131250,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/83/b3/69/83b3694e-974a-d50b-3eb9-2efd4e66143e/820233486484.jpg/100x100bb.jpg,https://music.apple.com/in/album/raga-of-revenge-from-dc/6769824426?i=6769824836&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/10/2d/2a/102d2a1b-3b92-4c1f-619b-af4493e3cc61/mzaf_5359453658953590838.plus.aac.p.m4a
apple-1126377574,Senjitaley,Anirudh Ravichander,Remo (Original Motion Picture Soundtrack),Tamil,tamil,2016.0,251333,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b4/58/dd/b458dd7e-5fe0-669e-2aea-9ad88193571f/dj.bavclvef.jpg/100x100bb.jpg,https://music.apple.com/in/album/senjitaley/1126377404?i=1126377574&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/75/4f/f8/754ff8e8-eb59-5ecb-e5ac-99772ec25ddd/mzaf_16848863736602159660.plus.aac.p.m4a
apple-1702946972,Thangamey,Anirudh Ravichander,Naanum Rowdy Dhaan (Original Motion Picture Soundtrack) - EP,Soundtrack,tamil,2015.0,262540,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f9/2d/d1/f92dd185-708f-2c4c-446e-81a3791cc979/730792835404.jpg/100x100bb.jpg,https://music.apple.com/in/album/thangamey/1702946971?i=1702946972&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/47/ea/52/47ea5235-1d46-475c-5e7f-e4745d8315ae/mzaf_13447889927708047711.plus.aac.p.m4a
apple-998319461,Don'u Don'u Don'u (The Don's Romance),Anirudh Ravichander & Alisha Thomas,Maari (Original Motion Picture Soundtrack),Tamil,tamil,2015.0,195710,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0e/4c/86/0e4c86d3-deb3-73bd-a625-97678f958a02/886445305098.jpg/100x100bb.jpg,https://music.apple.com/in/album/donu-donu-donu-the-dons-romance/998319386?i=998319461&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/8d/cb/c4/8dcbc431-540c-e2b2-dcc2-e78c81f0539b/mzaf_10278983390580080928.plus.aac.p.m4a
apple-1830672521,Powerhouse,Anirudh Ravichander & Arivu,Coolie (Original Motion Picture Soundtrack),Tamil,tamil,2025.0,206627,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/83/90/ba/8390ba53-dadc-ac08-cebe-cd401f1a3400/199538468601.jpg/100x100bb.jpg,https://music.apple.com/in/album/powerhouse/1830672317?i=1830672521&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/54/06/b9/5406b9ba-b0e4-28ce-ea6a-dd5b468854fd/mzaf_11884756615381050510.plus.aac.p.m4a
apple-1048167151,Aaluma Doluma,Anirudh Ravichander & Badshah,Vedalam (Original Motion Picture Soundtrack) - EP,Tamil,tamil,2015.0,258032,https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/10/39/c0/1039c02d-58c7-2e54-1c55-070e88694a30/886445559323.jpg/100x100bb.jpg,https://music.apple.com/in/album/aaluma-doluma/1048167137?i=1048167151&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/87/82/1f/87821f9e-927b-8fa1-4fca-526dccd4f80b/mzaf_5966901663751333358.plus.aac.p.m4a
apple-1878964516,"Aaja Raja (From ""KH x RK Reunion"")",Anirudh Ravichander & Chintu,"Aaja Raja (From ""KH x RK Reunion"") - Single",Tamil,tamil,2026.0,128032,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/5a/f5/b7/5af5b7d3-7925-beac-a9d7-9ff5f17c3fc5/820200340795.jpg/100x100bb.jpg,https://music.apple.com/in/album/aaja-raja-from-kh-x-rk-reunion/1878964512?i=1878964516&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/88/3d/a0/883da0ea-651a-d240-a797-683f207e09e1/mzaf_16976676276493610481.plus.aac.p.m4a
apple-1702960340,"Udhungada Sangu (From ""Velai Illa Pattadhaari"")",Anirudh Ravichander & Dhanush,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),Soundtrack,tamil,2014.0,209640,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/71/16/90/711690ce-79f7-4c17-7757-4827b6956c23/750253120085.jpg/100x100bb.jpg,https://music.apple.com/in/album/udhungada-sangu-from-velai-illa-pattadhaari/1702960081?i=1702960340&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/66/d8/ab/66d8ab0e-7d5d-5431-ce46-6cd4b7e8d0da/mzaf_4691924992456302064.plus.aac.p.m4a
apple-514729349,Why This Kolaveri Di ? (The Soup of Love),Anirudh Ravichander & Dhanush,3 (Original Motion Picture Soundtrack) [Telugu],Soundtrack,tamil,2011.0,260067,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/07/86/83/07868369-2b62-343b-9993-4311f9d59dfa/886443435902.jpg/100x100bb.jpg,https://music.apple.com/in/album/why-this-kolaveri-di-the-soup-of-love/514729309?i=514729349&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/9c/b6/47/9cb647c8-7a88-e45a-3d96-26d60432fd9e/mzaf_18327520659217913330.plus.aac.p.m4a
apple-1433866860,Othaiyadi Pathayila,Anirudh Ravichander & Dhibu Ninan Thomas,Kanaa (Original Motion Picture Soundtrack),Tamil,tamil,2018.0,249671,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/1e/a6/58/1ea658fb-80f3-c4f1-4dcb-130319921cef/886447275979.jpg/100x100bb.jpg,https://music.apple.com/in/album/othaiyadi-pathayila/1433866846?i=1433866860&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/35/40/ce/3540ce01-7c13-68d4-81f3-0ebff0455b83/mzaf_14857942187957893884.plus.aac.p.m4a
apple-1249655164,Yaanji,Anirudh Ravichander & Shakthisree Gopalan,Vikram Vedha (Original Motion Picture Soundtrack),Tamil,tamil,2017.0,270376,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/97/a3/f8/97a3f8a6-5121-0187-2e3c-f7eb5dbd4c28/cover.jpg/100x100bb.jpg,https://music.apple.com/in/album/yaanji/1249654956?i=1249655164&uo=4,Apple Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d0/5e/75/d05e754c-fd3c-54b5-3d2e-863f505670e0/mzaf_15893701047199004500.plus.aac.p.m4a
